data,valor,indicador
2017-11-14,3.2834,dolar
2017-11-16,3.2808,dolar
2017-11-17,3.2788,dolar
2017-11-20,3.2623,dolar
2017-11-21,3.2591,dolar
2017-11-22,3.2561,dolar
2017-11-23,3.2371,dolar
2017-11-24,3.23,dolar
2017-11-27,3.2218,dolar
2017-11-28,3.2232,dolar
2017-11-29,3.2136,dolar
2017-11-30,3.2616,dolar
2017-12-01,3.2636,dolar
2017-12-04,3.2506,dolar
2017-12-05,3.2322,dolar
2017-12-06,3.2354,dolar
2017-12-07,3.2892,dolar
2017-12-08,3.2811,dolar
2017-12-11,3.2845,dolar
2017-12-12,3.3149,dolar
2017-12-13,3.3036,dolar
2017-12-14,3.3332,dolar
2017-12-15,3.3182,dolar
2017-12-18,3.2881,dolar
2017-12-19,3.2883,dolar
2017-12-20,3.2909,dolar
2017-12-21,3.3045,dolar
2017-12-22,3.3209,dolar
2017-12-26,3.32,dolar
2017-12-27,3.3031,dolar
2017-12-28,3.308,dolar
2017-12-29,3.308,dolar
2018-01-02,3.2697,dolar
2018-01-03,3.2535,dolar
2018-01-04,3.2318,dolar
2018-01-05,3.2409,dolar
2018-01-08,3.2357,dolar
2018-01-09,3.2397,dolar
2018-01-10,3.2467,dolar
2018-01-11,3.2301,dolar
2018-01-12,3.2197,dolar
2018-01-15,3.1963,dolar
2018-01-16,3.2219,dolar
2018-01-17,3.2324,dolar
2018-01-18,3.2129,dolar
2018-01-19,3.2087,dolar
2018-01-22,3.1934,dolar
2018-01-23,3.2249,dolar
2018-01-24,3.197,dolar
2018-01-25,3.1391,dolar
2018-01-26,3.145,dolar
2018-01-29,3.1655,dolar
2018-01-30,3.1661,dolar
2018-01-31,3.1624,dolar
2018-02-01,3.173,dolar
2018-02-02,3.206,dolar
2018-02-05,3.2355,dolar
2018-02-06,3.2613,dolar
2018-02-07,3.2467,dolar
2018-02-08,3.2692,dolar
2018-02-09,3.2821,dolar
2018-02-14,3.2536,dolar
2018-02-15,3.2208,dolar
2018-02-16,3.2381,dolar
2018-02-19,3.2347,dolar
2018-02-20,3.2507,dolar
2018-02-21,3.2555,dolar
2018-02-22,3.2598,dolar
2018-02-23,3.2417,dolar
2018-02-26,3.2351,dolar
2018-02-27,3.2383,dolar
2018-02-28,3.2449,dolar
2018-03-01,3.262,dolar
2018-03-02,3.2614,dolar
2018-03-05,3.2582,dolar
2018-03-06,3.2246,dolar
2018-03-07,3.2318,dolar
2018-03-08,3.2518,dolar
2018-03-09,3.2496,dolar
2018-03-12,3.2606,dolar
2018-03-13,3.2492,dolar
2018-03-14,3.2584,dolar
2018-03-15,3.2859,dolar
2018-03-16,3.2905,dolar
2018-03-19,3.2911,dolar
2018-03-20,3.2981,dolar
2018-03-21,3.2921,dolar
2018-03-22,3.3033,dolar
2018-03-23,3.3041,dolar
2018-03-26,3.3034,dolar
2018-03-27,3.3256,dolar
2018-03-28,3.338,dolar
2018-03-29,3.3238,dolar
2018-04-02,3.3104,dolar
2018-04-03,3.3139,dolar
2018-04-04,3.3538,dolar
2018-04-05,3.3196,dolar
2018-04-06,3.3666,dolar
2018-04-09,3.3903,dolar
2018-04-10,3.4195,dolar
2018-04-11,3.4052,dolar
2018-04-12,3.3858,dolar
2018-04-13,3.4105,dolar
2018-04-16,3.4263,dolar
2018-04-17,3.4041,dolar
2018-04-18,3.3844,dolar
2018-04-19,3.3977,dolar
2018-04-20,3.4101,dolar
2018-04-23,3.4421,dolar
2018-04-24,3.4667,dolar
2018-04-25,3.504,dolar
2018-04-26,3.4977,dolar
2018-04-27,3.4676,dolar
2018-04-30,3.4811,dolar
2018-05-02,3.5424,dolar
2018-05-03,3.5484,dolar
2018-05-04,3.5308,dolar
2018-05-07,3.5458,dolar
2018-05-08,3.5788,dolar
2018-05-09,3.5943,dolar
2018-05-10,3.5566,dolar
2018-05-11,3.5716,dolar
2018-05-14,3.6097,dolar
2018-05-15,3.6753,dolar
2018-05-16,3.6803,dolar
2018-05-17,3.6874,dolar
2018-05-18,3.7503,dolar
2018-05-21,3.7072,dolar
2018-05-22,3.6502,dolar
2018-05-23,3.6507,dolar
2018-05-24,3.6436,dolar
2018-05-25,3.6587,dolar
2018-05-28,3.7092,dolar
2018-05-29,3.7289,dolar
2018-05-30,3.737,dolar
2018-06-01,3.7413,dolar
2018-06-04,3.7424,dolar
2018-06-05,3.7752,dolar
2018-06-06,3.8193,dolar
2018-06-07,3.9,dolar
2018-06-08,3.7859,dolar
2018-06-11,3.6913,dolar
2018-06-12,3.7044,dolar
2018-06-13,3.7054,dolar
2018-06-14,3.7057,dolar
2018-06-15,3.7738,dolar
2018-06-18,3.7543,dolar
2018-06-19,3.7566,dolar
2018-06-20,3.7335,dolar
2018-06-21,3.7894,dolar
2018-06-22,3.7663,dolar
2018-06-25,3.776,dolar
2018-06-26,3.7721,dolar
2018-06-27,3.8358,dolar
2018-06-28,3.8521,dolar
2018-06-29,3.8558,dolar
2018-07-02,3.9055,dolar
2018-07-03,3.892,dolar
2018-07-04,3.9058,dolar
2018-07-05,3.9192,dolar
2018-07-06,3.9264,dolar
2018-07-09,3.8692,dolar
2018-07-10,3.8452,dolar
2018-07-11,3.8417,dolar
2018-07-12,3.8564,dolar
2018-07-13,3.8745,dolar
2018-07-16,3.8579,dolar
2018-07-17,3.8671,dolar
2018-07-18,3.8474,dolar
2018-07-19,3.8847,dolar
2018-07-20,3.7793,dolar
2018-07-23,3.7915,dolar
2018-07-24,3.7459,dolar
2018-07-25,3.712,dolar
2018-07-26,3.7243,dolar
2018-07-27,3.7164,dolar
2018-07-30,3.7155,dolar
2018-07-31,3.7549,dolar
2018-08-01,3.7491,dolar
2018-08-02,3.7645,dolar
2018-08-03,3.7201,dolar
2018-08-06,3.7214,dolar
2018-08-07,3.7118,dolar
2018-08-08,3.7519,dolar
2018-08-09,3.803,dolar
2018-08-10,3.8472,dolar
2018-08-13,3.8988,dolar
2018-08-14,3.8812,dolar
2018-08-15,3.9134,dolar
2018-08-16,3.881,dolar
2018-08-17,3.9389,dolar
2018-08-20,3.943,dolar
2018-08-21,3.9873,dolar
2018-08-22,4.074,dolar
2018-08-23,4.0727,dolar
2018-08-24,4.0854,dolar
2018-08-27,4.0687,dolar
2018-08-28,4.1192,dolar
2018-08-29,4.1353,dolar
2018-08-30,4.1812,dolar
2018-08-31,4.1353,dolar
2018-09-03,4.1279,dolar
2018-09-04,4.1652,dolar
2018-09-05,4.1609,dolar
2018-09-06,4.146,dolar
2018-09-10,4.1007,dolar
2018-09-11,4.1641,dolar
2018-09-12,4.1259,dolar
2018-09-13,4.1637,dolar
2018-09-14,4.1879,dolar
2018-09-17,4.1695,dolar
2018-09-18,4.1369,dolar
2018-09-19,4.1351,dolar
2018-09-20,4.0997,dolar
2018-09-21,4.0728,dolar
2018-09-24,4.0594,dolar
2018-09-25,4.1286,dolar
2018-09-26,4.057,dolar
2018-09-27,4.0092,dolar
2018-09-28,4.0039,dolar
2018-10-01,4.0273,dolar
2018-10-02,3.9505,dolar
2018-10-03,3.8542,dolar
2018-10-04,3.9047,dolar
2018-10-05,3.8699,dolar
2018-10-08,3.7588,dolar
2018-10-09,3.7391,dolar
2018-10-10,3.751,dolar
2018-10-11,3.746,dolar
2018-10-15,3.7332,dolar
2018-10-16,3.7079,dolar
2018-10-17,3.7008,dolar
2018-10-18,3.6963,dolar
2018-10-19,3.7079,dolar
2018-10-22,3.6903,dolar
2018-10-23,3.708,dolar
2018-10-24,3.706,dolar
2018-10-25,3.7014,dolar
2018-10-26,3.6753,dolar
2018-10-29,3.6368,dolar
2018-10-30,3.7019,dolar
2018-10-31,3.7177,dolar
2018-11-01,3.6973,dolar
2018-11-05,3.7048,dolar
2018-11-06,3.7492,dolar
2018-11-07,3.7592,dolar
2018-11-08,3.7391,dolar
2018-11-09,3.7506,dolar
2018-11-12,3.7478,dolar
2018-11-13,3.7792,dolar
2018-11-14,3.7924,dolar
2018-11-16,3.7525,dolar
2018-11-19,3.7553,dolar
2018-11-20,3.7591,dolar
2018-11-21,3.7872,dolar
2018-11-22,3.8103,dolar
2018-11-23,3.8081,dolar
2018-11-26,3.8655,dolar
2018-11-27,3.8925,dolar
2018-11-28,3.8631,dolar
2018-11-29,3.8568,dolar
2018-11-30,3.8633,dolar
2018-12-03,3.8285,dolar
2018-12-04,3.8313,dolar
2018-12-05,3.8561,dolar
2018-12-06,3.9178,dolar
2018-12-07,3.8964,dolar
2018-12-10,3.911,dolar
2018-12-11,3.9013,dolar
2018-12-12,3.8629,dolar
2018-12-13,3.879,dolar
2018-12-14,3.909,dolar
2018-12-17,3.9121,dolar
2018-12-18,3.8997,dolar
2018-12-19,3.8907,dolar
2018-12-20,3.8443,dolar
2018-12-21,3.8671,dolar
2018-12-24,3.8855,dolar
2018-12-26,3.9258,dolar
2018-12-27,3.933,dolar
2018-12-28,3.8748,dolar
2018-12-31,3.8748,dolar
2019-01-02,3.8595,dolar
2019-01-03,3.7683,dolar
2019-01-04,3.7627,dolar
2019-01-07,3.7062,dolar
2019-01-08,3.7208,dolar
2019-01-09,3.6931,dolar
2019-01-10,3.6869,dolar
2019-01-11,3.7141,dolar
2019-01-14,3.726,dolar
2019-01-15,3.7049,dolar
2019-01-16,3.7197,dolar
2019-01-17,3.7591,dolar
2019-01-18,3.7486,dolar
2019-01-21,3.7705,dolar
2019-01-22,3.7615,dolar
2019-01-23,3.7994,dolar
2019-01-24,3.7815,dolar
2019-01-25,3.7626,dolar
2019-01-28,3.7676,dolar
2019-01-29,3.737,dolar
2019-01-30,3.7151,dolar
2019-01-31,3.6519,dolar
2019-02-01,3.6694,dolar
2019-02-04,3.6756,dolar
2019-02-05,3.6741,dolar
2019-02-06,3.7019,dolar
2019-02-07,3.7193,dolar
2019-02-08,3.7184,dolar
2019-02-11,3.7391,dolar
2019-02-12,3.7296,dolar
2019-02-13,3.7277,dolar
2019-02-14,3.7756,dolar
2019-02-15,3.7155,dolar
2019-02-18,3.7316,dolar
2019-02-19,3.7206,dolar
2019-02-20,3.71,dolar
2019-02-21,3.7595,dolar
2019-02-22,3.743,dolar
2019-02-25,3.7285,dolar
2019-02-26,3.7595,dolar
2019-02-27,3.7351,dolar
2019-02-28,3.7385,dolar
2019-03-01,3.7832,dolar
2019-03-06,3.8303,dolar
2019-03-07,3.8487,dolar
2019-03-08,3.8678,dolar
2019-03-11,3.8461,dolar
2019-03-12,3.8129,dolar
2019-03-13,3.8265,dolar
2019-03-14,3.8327,dolar
2019-03-15,3.8344,dolar
2019-03-18,3.8111,dolar
2019-03-19,3.7762,dolar
2019-03-20,3.7897,dolar
2019-03-21,3.7967,dolar
2019-03-22,3.8815,dolar
2019-03-25,3.877,dolar
2019-03-26,3.8646,dolar
2019-03-27,3.9389,dolar
2019-03-28,3.9682,dolar
2019-03-29,3.8967,dolar
2019-04-01,3.8682,dolar
2019-04-02,3.8661,dolar
2019-04-03,3.8436,dolar
2019-04-04,3.8713,dolar
2019-04-05,3.8622,dolar
2019-04-08,3.8658,dolar
2019-04-09,3.8563,dolar
2019-04-10,3.8345,dolar
2019-04-11,3.8399,dolar
2019-04-12,3.8685,dolar
2019-04-15,3.873,dolar
2019-04-16,3.8913,dolar
2019-04-17,3.9225,dolar
2019-04-18,3.937,dolar
2019-04-22,3.923,dolar
2019-04-23,3.9436,dolar
2019-04-24,3.963,dolar
2019-04-25,3.9725,dolar
2019-04-26,3.9353,dolar
2019-04-29,3.9364,dolar
2019-04-30,3.9453,dolar
2019-05-02,3.965,dolar
2019-05-03,3.9388,dolar
2019-05-06,3.9624,dolar
2019-05-07,3.988,dolar
2019-05-08,3.9344,dolar
2019-05-09,3.9673,dolar
2019-05-10,3.9578,dolar
2019-05-13,3.989,dolar
2019-05-14,3.9788,dolar
2019-05-15,4.0031,dolar
2019-05-16,4.0138,dolar
2019-05-17,4.0844,dolar
2019-05-20,4.1056,dolar
2019-05-21,4.081,dolar
2019-05-22,4.0228,dolar
2019-05-23,4.0513,dolar
2019-05-24,4.0322,dolar
2019-05-27,4.021,dolar
2019-05-28,4.0275,dolar
2019-05-29,3.9965,dolar
2019-05-30,3.972,dolar
2019-05-31,3.9407,dolar
2019-06-03,3.9003,dolar
2019-06-04,3.871,dolar
2019-06-05,3.8611,dolar
2019-06-06,3.8726,dolar
2019-06-07,3.8571,dolar
2019-06-10,3.879,dolar
2019-06-11,3.8664,dolar
2019-06-12,3.8437,dolar
2019-06-13,3.8429,dolar
2019-06-14,3.8813,dolar
2019-06-17,3.8895,dolar
2019-06-18,3.8608,dolar
2019-06-19,3.8723,dolar
2019-06-21,3.8255,dolar
2019-06-24,3.8234,dolar
2019-06-25,3.8303,dolar
2019-06-26,3.8441,dolar
2019-06-27,3.8642,dolar
2019-06-28,3.8322,dolar
2019-07-01,3.8193,dolar
2019-07-02,3.8564,dolar
2019-07-03,3.8475,dolar
2019-07-04,3.794,dolar
2019-07-05,3.8204,dolar
2019-07-08,3.8065,dolar
2019-07-09,3.7858,dolar
2019-07-10,3.7697,dolar
2019-07-11,3.7533,dolar
2019-07-12,3.7452,dolar
2019-07-15,3.7463,dolar
2019-07-16,3.7624,dolar
2019-07-17,3.7618,dolar
2019-07-18,3.7489,dolar
2019-07-19,3.7408,dolar
2019-07-22,3.74,dolar
2019-07-23,3.7621,dolar
2019-07-24,3.7596,dolar
2019-07-25,3.7849,dolar
2019-07-26,3.7741,dolar
2019-07-29,3.7909,dolar
2019-07-30,3.79,dolar
2019-07-31,3.7649,dolar
2019-08-01,3.8296,dolar
2019-08-02,3.8739,dolar
2019-08-05,3.9404,dolar
2019-08-06,3.9643,dolar
2019-08-07,3.985,dolar
2019-08-08,3.9409,dolar
2019-08-09,3.9362,dolar
2019-08-12,3.9966,dolar
2019-08-13,3.9736,dolar
2019-08-14,4.0074,dolar
2019-08-15,4.0188,dolar
2019-08-16,3.9933,dolar
2019-08-19,4.0274,dolar
2019-08-20,4.0425,dolar
2019-08-21,4.0254,dolar
2019-08-22,4.0444,dolar
2019-08-23,4.0851,dolar
2019-08-26,4.1367,dolar
2019-08-27,4.1557,dolar
2019-08-28,4.1559,dolar
2019-08-29,4.168,dolar
2019-08-30,4.1385,dolar
2019-09-02,4.1581,dolar
2019-09-03,4.1657,dolar
2019-09-04,4.1249,dolar
2019-09-05,4.0859,dolar
2019-09-06,4.065,dolar
2019-09-09,4.0766,dolar
2019-09-10,4.1108,dolar
2019-09-11,4.0631,dolar
2019-09-12,4.0494,dolar
2019-09-13,4.0616,dolar
2019-09-16,4.0872,dolar
2019-09-17,4.0998,dolar
2019-09-18,4.0972,dolar
2019-09-19,4.1393,dolar
2019-09-20,4.1687,dolar
2019-09-23,4.1734,dolar
2019-09-24,4.1721,dolar
2019-09-25,4.1827,dolar
2019-09-26,4.1469,dolar
2019-09-27,4.1587,dolar
2019-09-30,4.1644,dolar
2019-10-01,4.174,dolar
2019-10-02,4.1546,dolar
2019-10-03,4.1012,dolar
2019-10-04,4.061,dolar
2019-10-07,4.0688,dolar
2019-10-08,4.0868,dolar
2019-10-09,4.0954,dolar
2019-10-10,4.1145,dolar
2019-10-11,4.106,dolar
2019-10-14,4.1263,dolar
2019-10-15,4.1488,dolar
2019-10-16,4.1714,dolar
2019-10-17,4.1457,dolar
2019-10-18,4.1376,dolar
2019-10-21,4.1319,dolar
2019-10-22,4.0858,dolar
2019-10-23,4.0721,dolar
2019-10-24,4.0089,dolar
2019-10-25,4.0133,dolar
2019-10-28,3.9793,dolar
2019-10-29,3.9946,dolar
2019-10-30,4.0186,dolar
2019-10-31,4.0041,dolar
2019-11-01,3.9786,dolar
2019-11-04,3.9922,dolar
2019-11-05,4.0043,dolar
2019-11-06,4.0351,dolar
2019-11-07,4.0927,dolar
2019-11-08,4.1365,dolar
2019-11-11,4.1559,dolar
2019-11-12,4.1756,dolar
2019-11-13,4.1767,dolar
2019-11-14,4.1831,dolar
2019-11-18,4.1827,dolar
2019-11-19,4.2084,dolar
2019-11-20,4.2037,dolar
2019-11-21,4.2012,dolar
2019-11-22,4.1832,dolar
2019-11-25,4.2089,dolar
2019-11-26,4.2559,dolar
2019-11-27,4.2602,dolar
2019-11-28,4.248,dolar
2019-11-29,4.224,dolar
2019-12-02,4.2261,dolar
2019-12-03,4.2008,dolar
2019-12-04,4.1926,dolar
2019-12-05,4.2136,dolar
2019-12-06,4.1783,dolar
2019-12-09,4.1503,dolar
2019-12-10,4.1427,dolar
2019-12-11,4.1153,dolar
2019-12-12,4.1092,dolar
2019-12-13,4.0949,dolar
2019-12-16,4.0801,dolar
2019-12-17,4.0687,dolar
2019-12-18,4.0548,dolar
2019-12-19,4.0633,dolar
2019-12-20,4.0777,dolar
2019-12-23,4.0757,dolar
2019-12-24,4.0813,dolar
2019-12-26,4.0601,dolar
2019-12-27,4.0545,dolar
2019-12-30,4.0307,dolar
2019-12-31,4.0307,dolar
2020-01-02,4.0213,dolar
2020-01-03,4.0522,dolar
2020-01-06,4.0554,dolar
2020-01-07,4.0841,dolar
2020-01-08,4.0672,dolar
2020-01-09,4.0744,dolar
2020-01-10,4.0745,dolar
2020-01-13,4.1309,dolar
2020-01-14,4.1443,dolar
2020-01-15,4.1622,dolar
2020-01-16,4.1726,dolar
2020-01-17,4.1837,dolar
2020-01-20,4.1829,dolar
2020-01-21,4.2014,dolar
2020-01-22,4.1889,dolar
2020-01-23,4.1662,dolar
2020-01-24,4.1769,dolar
2020-01-27,4.2196,dolar
2020-01-28,4.2064,dolar
2020-01-29,4.2013,dolar
2020-01-30,4.2523,dolar
2020-01-31,4.2695,dolar
2020-02-03,4.2475,dolar
2020-02-04,4.2381,dolar
2020-02-05,4.2449,dolar
2020-02-06,4.2477,dolar
2020-02-07,4.3076,dolar
2020-02-10,4.3195,dolar
2020-02-11,4.3148,dolar
